student_id,family_income_band,parental_education,access_to_internet,working_part_time,scholarship_status
S100741,High,Graduate,False,False,False
S100742,Middle,Post Graduate,True,True,False
S100743,Middle,No Formal Education,False,False,True
S100744,Low,High School,True,False,False
S100745,Middle,Post Graduate,False,False,False
S100746,Middle,Post Graduate,True,False,False
S100747,Middle,Post Graduate,False,False,False
S100748,Middle,No Formal Education,True,False,False
S100749,Middle,High School,True,False,False
S100750,Middle,Post Graduate,True,False,False
S100751,Low,Post Graduate,False,True,False
S100752,High,No Formal Education,True,False,True
S100753,High,High School,True,False,False
S100754,Middle,Graduate,True,False,False
S100755,Low,High School,True,False,False
S100756,Low,Graduate,True,False,False
S100757,High,No Formal Education,True,False,False
S100758,High,Graduate,False,True,False
S100759,Low,No Formal Education,True,False,False
S100760,Middle,Graduate,True,True,True
S100761,Middle,No Formal Education,True,False,True
S100762,Low,High School,True,False,False
S100763,Middle,High School,True,False,False
S100764,Middle,Graduate,True,False,False
S100765,Low,High School,True,False,False
S100766,Low,Graduate,False,True,True
S100767,Low,No Formal Education,True,True,True
S100768,High,Post Graduate,False,False,False
S100769,Middle,No Formal Education,False,False,False
S100770,Middle,Post Graduate,True,False,False
S100771,Middle,High School,False,True,True
S100772,High,High School,False,False,True
S100773,Low,Graduate,True,False,False
S100774,Low,Graduate,True,False,False
S100775,Low,Post Graduate,False,False,True
S100776,High,No Formal Education,True,False,False
S100777,Middle,Post Graduate,False,False,True
S100778,Middle,Post Graduate,True,False,True
S100779,Low,No Formal Education,True,False,True
S100780,Middle,Graduate,True,False,True
S100781,Low,High School,True,True,False
S100782,Middle,High School,False,False,False
S100783,Low,Graduate,True,True,True
S100784,Middle,Post Graduate,True,True,True
S100785,Middle,Graduate,True,False,False
S100786,High,Post Graduate,True,False,True
S100787,Low,High School,False,True,True
S100788,Middle,Post Graduate,True,False,True
S100789,High,High School,False,False,True
S100790,Low,High School,True,False,False
S100791,Middle,Post Graduate,True,False,False
S100792,Middle,High School,False,False,False
S100793,Low,Graduate,True,False,False
S100794,Low,Post Graduate,True,False,False
S100795,Low,No Formal Education,True,True,True
S100796,Middle,High School,True,False,False
S100797,Low,Post Graduate,True,False,False
S100798,Low,Post Graduate,True,False,False
S100799,Middle,Post Graduate,False,False,False
S100800,Low,No Formal Education,False,False,True
S100801,Low,No Formal Education,True,False,False
S100802,Low,High School,True,True,True
S100803,High,Graduate,False,False,False
S100804,Low,No Formal Education,True,False,True
S100805,Low,No Formal Education,True,False,False
S100806,Low,Post Graduate,True,False,False
S100807,Low,Post Graduate,True,False,True
S100808,Middle,Graduate,True,False,False
S100809,High,High School,True,False,False
S100810,Middle,Post Graduate,True,False,False
S100811,Middle,High School,False,False,True
S100812,Low,Graduate,True,True,False
S100813,Low,Graduate,False,False,True
S100814,Low,No Formal Education,True,False,False
S100815,Middle,High School,False,False,False
S100816,Middle,Post Graduate,False,True,False
S100817,Low,Post Graduate,True,False,False
S100818,Low,High School,True,True,False
S100819,Low,Post Graduate,True,False,False
S100820,Middle,Post Graduate,False,False,False
S100821,Middle,Post Graduate,False,False,False
S100822,Middle,Post Graduate,True,False,False
S100823,Middle,Graduate,True,False,False
S100824,Low,Graduate,True,False,True
S100825,High,Post Graduate,True,False,False
S100826,Low,High School,True,False,False
S100827,Low,Post Graduate,True,False,False
S100828,High,High School,True,True,False
S100829,Low,High School,False,False,False
S100830,Middle,No Formal Education,True,False,False
S100831,High,No Formal Education,True,False,False
S100832,Middle,No Formal Education,True,False,False
S100833,Low,High School,False,True,False
S100834,Middle,High School,False,True,False
S100835,High,High School,True,False,False
S100836,Middle,High School,False,False,False
S100837,Middle,High School,False,True,False
S100838,High,Graduate,False,True,True
S100839,High,Post Graduate,False,False,True
S100840,Middle,No Formal Education,True,False,True
S100841,Low,High School,True,False,False
S100842,Middle,Graduate,False,False,False
S100843,Low,No Formal Education,False,False,False
S100844,Middle,Post Graduate,True,False,False
S100845,Low,Graduate,True,False,False
S100846,Middle,High School,True,False,False
S100847,Low,Graduate,True,False,False
S100848,High,Graduate,True,True,True
S100849,Low,Post Graduate,True,True,False
S100850,Low,Graduate,False,False,True
S100851,Middle,No Formal Education,False,False,False
S100852,Middle,Graduate,False,False,False
S100853,Middle,No Formal Education,True,False,True
S100854,High,High School,False,False,True
S100855,Middle,High School,True,False,True
S100856,Middle,No Formal Education,True,False,True
S100857,Low,High School,False,False,False
S100858,Middle,Post Graduate,True,False,False
S100859,Low,Post Graduate,True,False,False
S100860,Middle,Post Graduate,False,True,True
S100861,High,Post Graduate,False,False,False
S100862,Middle,No Formal Education,False,False,False
S100863,High,Post Graduate,True,True,False
S100864,Middle,No Formal Education,True,True,True
S100865,Middle,Graduate,True,True,False
S100866,Middle,No Formal Education,True,False,False
S100867,Middle,High School,False,False,False
S100868,Low,Post Graduate,False,False,False
S100869,Low,No Formal Education,False,False,False
S100870,Low,No Formal Education,True,True,False
S100871,High,No Formal Education,False,False,True
S100872,Low,Graduate,False,False,False
S100873,Middle,No Formal Education,True,True,False
S100874,Middle,Post Graduate,True,True,True
S100875,Middle,High School,False,False,False
S100876,Middle,Graduate,True,False,True
S100877,Low,High School,False,False,False
S100878,High,Graduate,True,True,False
S100879,High,Graduate,True,False,False
S100880,Middle,Post Graduate,False,False,False
S100881,High,High School,False,False,False
S100882,Low,High School,False,False,False
S100883,Low,Graduate,False,False,False
S100884,Middle,Post Graduate,False,False,False
S100885,High,Post Graduate,False,False,False
S100886,Low,Graduate,True,False,False
S100887,Middle,High School,False,False,False
S100888,Low,Graduate,True,True,False
S100889,High,Graduate,True,False,False
S100890,Middle,Graduate,False,True,False
S100891,Low,Post Graduate,False,True,False
S100892,High,Graduate,False,False,False
S100893,Low,Graduate,True,False,True
S100894,Middle,No Formal Education,True,False,True
S100895,Low,Post Graduate,True,False,True
S100896,Low,Post Graduate,True,False,True
S100897,Low,No Formal Education,True,False,False
S100898,Low,Graduate,False,False,False
S100899,High,Post Graduate,True,False,True
S100900,Middle,No Formal Education,True,False,False
S100901,Low,Graduate,False,False,False
S100902,Middle,Post Graduate,False,True,False
S100903,Middle,Post Graduate,True,False,False
S100904,High,Graduate,True,False,False
S100905,Middle,Graduate,True,True,True
S100906,Middle,No Formal Education,False,False,True
S100907,Low,Graduate,True,True,False
S100908,Low,No Formal Education,True,False,True
S100909,Middle,Graduate,True,True,True
S100910,Middle,Post Graduate,True,True,False
S100911,Middle,No Formal Education,True,False,False
S100912,Middle,No Formal Education,False,False,False
S100913,Middle,High School,False,False,False
S100914,High,Post Graduate,False,False,False
S100915,High,Graduate,False,False,False
S100916,Middle,No Formal Education,False,False,True
S100917,Middle,High School,True,True,True
S100918,Middle,Graduate,True,True,True
S100919,Low,Post Graduate,False,True,True
S100920,High,No Formal Education,True,False,True
S100921,Low,High School,True,False,False
S100922,Middle,High School,True,True,False
S100923,Low,High School,False,False,False
S100924,Middle,No Formal Education,True,False,True
S100925,Low,Post Graduate,True,False,False
S100926,High,Graduate,False,False,False
S100927,Low,Graduate,True,False,False
S100928,High,High School,True,False,False
S100929,High,Graduate,False,False,False
S100930,Middle,Post Graduate,True,False,False
S100931,Middle,High School,False,False,False
S100932,Low,Post Graduate,True,True,False
S100933,High,Post Graduate,True,True,True
S100934,Middle,No Formal Education,False,True,True
S100935,Low,No Formal Education,True,True,False
S100936,Middle,Graduate,True,True,False
S100937,Low,High School,False,False,True
S100938,Middle,No Formal Education,True,False,False
S100939,Low,Graduate,True,False,False
S100940,Middle,High School,False,True,False
S100941,Middle,Post Graduate,True,False,False
S100942,Low,Post Graduate,True,False,False
S100943,High,No Formal Education,True,False,False
S100944,Middle,Post Graduate,True,False,False
S100945,Middle,Graduate,True,True,True
S100946,High,High School,True,True,False
S100947,High,High School,True,False,False
S100948,Middle,No Formal Education,True,True,True
S100949,Low,Graduate,True,False,True
S100950,Middle,Graduate,True,True,False
S100951,High,High School,False,True,False
S100952,Middle,No Formal Education,True,False,True
S100953,Middle,No Formal Education,False,True,True
S100954,High,Post Graduate,True,False,False
S100955,Low,Graduate,False,False,False
S100956,Low,Post Graduate,False,False,True
S100957,High,Post Graduate,False,False,False
S100958,Low,High School,True,True,True
S100959,Low,Graduate,False,False,True
S100960,High,Graduate,False,False,False
S100961,Middle,High School,True,True,True
S100962,Middle,No Formal Education,True,True,True
S100963,Middle,Post Graduate,True,False,False
S100964,Low,Post Graduate,True,True,False
S100965,Middle,Post Graduate,True,False,False
S100966,Middle,Post Graduate,True,False,False
S100967,Low,Graduate,True,False,False
S100968,Middle,High School,True,False,True
S100969,Low,No Formal Education,False,True,False
S100970,Low,High School,True,False,True
S100971,Low,High School,True,False,False
S100972,Middle,Post Graduate,True,False,False
S100973,High,Post Graduate,True,False,False
S100974,Middle,Post Graduate,True,True,False
S100975,Low,High School,True,False,False
S100976,Low,No Formal Education,True,False,True
S100977,Middle,No Formal Education,False,False,False
S100978,Low,No Formal Education,True,False,True
S100979,Low,Graduate,True,False,False
S100980,Middle,Graduate,True,False,True
S100981,Middle,Post Graduate,False,False,False
S100982,High,No Formal Education,False,False,False
S100983,High,Graduate,True,False,False
S100984,Low,High School,True,False,False
S100985,Middle,High School,True,False,False
S100986,Middle,Post Graduate,False,False,False
S100987,Low,High School,True,False,False
S100988,Middle,Graduate,False,False,True
S100989,Low,No Formal Education,False,False,False
S100990,Low,Graduate,False,False,False
S100991,Low,Graduate,False,True,True
S100992,High,Post Graduate,True,True,False
S100993,High,No Formal Education,True,False,True
S100994,Middle,High School,True,False,False
S100995,Low,No Formal Education,True,False,True
S100996,Low,High School,True,False,False
S100997,Middle,Post Graduate,True,False,False
S100998,Middle,No Formal Education,True,False,True
S100999,Middle,Graduate,False,False,False
S101000,Low,No Formal Education,True,True,False
S101001,Middle,Post Graduate,True,False,False
S101002,High,No Formal Education,True,True,True
S101003,Low,High School,False,False,True
S101004,Middle,No Formal Education,False,False,True
S101005,Low,No Formal Education,True,False,True
S101006,Low,Post Graduate,True,False,False
S101007,High,No Formal Education,True,True,False
S101008,Middle,No Formal Education,False,False,False
S101009,Middle,Graduate,True,True,True
S101010,Low,No Formal Education,False,False,False
S101011,High,No Formal Education,False,True,True
S101012,Low,Post Graduate,True,False,True
S101013,Low,High School,False,True,False
S101014,High,No Formal Education,False,False,True
S101015,High,Graduate,True,False,False
S101016,Middle,Post Graduate,True,False,True
S101017,Middle,High School,True,False,False
S101018,Low,Post Graduate,True,False,False
